id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2017-335117,2017-01-19,1,Vente,130000.0,,,GUERJEAN IZELLA,B632,29410.0,29068,Guiclan,29,,,29068000ZA0021,,,,,,,,,,,,,0,,,,,T,terres,,,48760.0,-4.010197,48.523559
2017-510983,2017-06-15,2,Vente,560000.0,,,LE SUET,B238,35780.0,35241,La Richardais,35,,,35241000AE0070,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,259.0,-2.034086,48.609495
2016-795713,2016-06-16,1,Vente,95000.0,3.0,,RUE FRANCIS JAMMES,0140,64240.0,64256,Hasparren,64,,,64256000AD0185,,,12.0,90.61,4.0,,,,,,,,2,2.0,Appartement,90.0,4.0,,,,,,,
2017-591204,2017-04-04,1,Vente,1.2,443.0,,RUE RENE CASSIN,0378,42350.0,42305,La Talaudière,42,,,42305000AP0008,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,,,S,sols,,,5130.0,4.427636,45.467941
2017-988256,2017-02-10,1,Vente,161000.0,,,RUE DE LONDRES,0220,72190.0,72095,Coulaines,72,,,72095000AK0211,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,169.0,0.207113,48.021492
2017-219419,2017-02-10,1,Vente,934000.0,,,ORSAN,B406,18170.0,18135,Maisonnais,18,,,18135000AB0027,,,,,,,,,,,,,0,,,,,T,terres,,,5090.0,2.219605,46.678132
2017-488298,2017-01-24,1,Vente,260000.0,,,LES AULNAIS,B773,35230.0,35206,Noyal-Châtillon-sur-Seiche,35,,,35206073AS0018,,,,,,,,,,,,,0,,,,,T,terres,,,9.0,-1.678958,48.040766
2016-883719,2016-03-29,1,Vente,353000.0,279.0,,RTE BELLET FERNAND,0008,73200.0,73154,Mercury,73,,,731540000B1146,,,,,,,,,,,,,0,1.0,Maison,128.0,6.0,S,sols,,,455.0,6.369531,45.676461
2016-85379,2016-09-05,1,Vente,10000.0,,,LE TREPAS,B171,10390.0,10100,Clérey,10,,,10100000ZS0068,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,4109.0,4.201011,48.233194
2016-885833,2016-06-17,1,Vente,175130.0,,,SAINT MARTIN,B199,73440.0,73257,Les Belleville,73,73257.0,Les Belleville,732570000H1094,,,,,,,,,,,,,0,,,,,J,jardins,,,40.0,6.502921,45.380712
2016-303953,2016-08-29,1,Vente,476200.0,1.0,,RES LES GRENADINES,A852,20000.0,2A004,Ajaccio,2A,,,2A004000CL0061,,,80,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,8.708953,41.910809
2017-13697,2017-11-27,1,Vente,6500.0,46.0,,RUE DE LA POYPE,0680,1330.0,1443,Villars-les-Dombes,1,,,01443000BP0220,,,43,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.030132,46.003774
2017-1107245,2017-06-30,1,Vente en l'état futur d'achèvement,275200.0,,,LA PLAINE OUEST,B037,78955.0,78123,Carrières-sous-Poissy,78,,,78123000AM0630,,,103.0,,,,,,,,,,1,1.0,Maison,80.0,4.0,,,,,,2.016581,48.936242
2017-630262,2017-06-02,1,Vente,123000.0,4.0,,RUE FRANCOIS CLOUET,2795,44240.0,44035,La Chapelle-sur-Erdre,44,,,44035000AN0670,,,5.0,51.26,,,,,,,,,1,2.0,Appartement,50.0,3.0,,,,,,-1.550282,47.300105
2017-21920,2017-12-12,1,Vente,90000.0,,,LA RUE DE L EGLISE,B052,2140.0,2731,Le Sourd,2,,,027310000C0582,,,,,,,,,,,,,0,,,,,PA,pâtures,,,768.0,3.748241,49.860882
2016-357842,2016-04-22,1,Vente,15000.0,,,AU PIGNAY,B053,32800.0,32025,Ayzieu,32,,,320250000C0376,,,,,,,,,,,,,0,,,,,T,terres,,,887.0,-0.028488,43.838012
2017-322633,2017-10-10,1,Vente,29000.0,,,RUE ST MAUDET,0790,29510.0,29020,Briec,29,,,29020000YD0043,,,,,,,,,,,,,0,,,,,S,sols,,,180.0,-3.997136,48.104544
2016-889675,2016-11-17,48,Expropriation,,,,LE VERNEY,B203,73140.0,73194,Orelle,73,,,731940000A0700,,1.0,,,,,,,,,,,0,,,,,,,,,,6.526934,45.22273
2017-1200980,2017-07-13,2,Vente,412862.5,,,LE PATIS DES BOEUFS,B411,85190.0,85300,Venansault,85,,,85300000YH0124,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,606.0,-1.505653,46.684962
2017-1345835,2017-12-28,1,Vente,46444648.0,4.0,,RUE AUGUSTE DELAUNE,0019,94380.0,94011,Bonneuil-sur-Marne,94,,,940110000S0255,,,,,,,,,,,,,0,2.0,Appartement,53.0,2.0,S,sols,,,3927.0,2.486839,48.764202
2017-1315750,2017-03-31,1,Vente,258000.0,5.0,,RUE DE LA PAIX,7110,93500.0,93055,Pantin,93,,,93055000AI0008,,,11.0,52.51,,,,,,,,,1,2.0,Appartement,52.0,3.0,,,,,,2.410394,48.891676
2016-668176,2016-08-08,1,Vente,35000.0,,,LA FOUEE,B786,56130.0,56212,Saint-Dolay,56,,,56212000YE0275,,,,,,,,,,,,,0,,,,,S,sols,,,192.0,-2.14903,47.543669
2017-170856,2017-11-02,1,Vente en l'état futur d'achèvement,317000.0,30.0,,AV DE PARIS,0940,14810.0,14409,Merville-Franceville-Plage,14,,,14409000AR0071,,,16,,,,,,,,,,1,,,,,,,,,,-0.20251,49.282799
2017-256289,2017-08-17,1,Vente,30000.0,,,PARC COZ,B580,22570.0,22181,Plélauff,22,,,22181000WP0016,,,,,,,,,,,,,0,,,,,L,landes,,,1660.0,-3.244242,48.17314
2017-1076565,2017-04-03,1,Vente,465000.0,24.0,,RUE DES SABLONS,1170,77300.0,77186,Fontainebleau,77,,,77186000AN0048,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,200.0,0.0,S,sols,,,144.0,2.699423,48.405337
2017-912518,2017-07-27,1,Vente,115000.0,,,LASTETTE DEVANT,B036,65560.0,65176,Ferrières,65,,,651760000B0017,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,2670.0,-0.255211,43.017442
2017-1253343,2017-07-20,1,Vente,65000.0,45.0,,RUE HAUTE,0115,89320.0,89066,Cerisiers,89,,,89066000AB0331,,,,,,,,,,,,,0,1.0,Maison,50.0,2.0,S,sols,,,410.0,3.483298,48.132442
2017-1060881,2017-02-24,1,Vente,100000.0,2.0,,RUE ZACHARRIE PELLETIER,0330,76980.0,76735,Veules-les-Roses,76,,,76735000AB0539,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,30.0,0.796259,49.874372
2016-928422,2016-07-19,1,Vente,90000.0,102.0,,RTE DE PARIS,0130,76950.0,76321,Les Grandes-Ventes,76,,,76321000AB0595,,,,,,,,,,,,,0,1.0,Maison,105.0,4.0,S,sols,,,500.0,1.229359,49.78433
2017-497390,2017-11-30,1,Vente,90000.0,3.0,,SQ DES CLOTEAUX,2046,35200.0,35238,Rennes,35,,,35238000MN0126,,,132.0,,73.0,,,,,,,,2,2.0,Appartement,53.0,3.0,,,,,,-1.695008,48.084531
2017-51387,2017-01-24,1,Vente,160000.0,4.0,,AV DE SAINT ROMAN,0630,6240.0,6012,Beausoleil,6,,,06012000AC0529,,,314,,443,23.5,,,,,,,2,2.0,Appartement,23.0,2.0,,,,,,7.435519,43.752083
2017-982832,2017-02-16,1,Vente,230000.0,2.0,,PL DE L EUROPE,0334,71600.0,71342,Paray-le-Monial,71,,,71342000AI0496,,,49.0,44.28,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,46.0,0.0,,,,,,4.117978,46.45182
2016-874745,2016-09-05,1,Vente,194000.0,34.0,A,RUE DE BELLEVUE,0630,72000.0,72181,Le Mans,72,,,72181000BE0606,,,30.0,67.34,,,,,,,,,1,2.0,Appartement,67.0,3.0,,,,,,0.206071,48.014502
2017-462215,2017-10-04,1,Vente,146000.0,1025.0,,AV DU MARECHAL LECLERC,3470,34070.0,34172,Montpellier,34,,,34172000DR0177,,,37.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,3.888299,43.592492
2016-1215598,2016-12-08,1,Vente,282000.0,88.0,,RUE DU GROS NOYER,0970,95120.0,95219,Ermont,95,,,95219000AC0012,,,60.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.26026,48.998393
2016-1049371,2016-09-27,1,Vente,175000.0,2.0,,RUE VIEUX SEXTIER,6770,84000.0,84007,Avignon,84,,,84007000DK0790,,,4.0,93.52,,,,,,,,,1,2.0,Appartement,91.0,4.0,,,,,,4.807646,43.948117
2016-1004378,2016-07-28,1,Vente,155500.0,14.0,,RUE DU GENERAL LECLERC,0040,80250.0,80452,Jumel,80,,,80452000AB0192,,,,,,,,,,,,,0,1.0,Maison,88.0,4.0,J,jardins,,,1200.0,2.353279,49.758021
2016-677215,2016-06-30,1,Vente,14000.0,1.0,,IMP DES TYPHAS,0005,56400.0,56263,Sainte-Anne-d'Auray,56,,,56263000AL0559,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,624.0,-2.958087,47.695662
2017-1340745,2017-04-26,1,Vente,174000.0,52.0,,RUE DES PINSONS,7190,94000.0,94028,Créteil,94,,,940280000B0166,,,362.0,57.65,380.0,57.65,,,,,,,2,2.0,Appartement,58.0,3.0,,,,,,2.453132,48.804442
2017-225154,2017-02-24,1,Vente,171000.0,5.0,,RUE DES MONEDIERES,0038,19270.0,19202,Sainte-Féréole,19,,,19202000AD0213,,,,,,,,,,,,,0,1.0,Maison,89.0,4.0,S,sols,,,850.0,1.584803,45.230381
2016-1026072,2016-12-27,1,Vente en l'état futur d'achèvement,224000.0,,,,,,83036,Cavalaire-sur-Mer,83,,,83036000AN0990,,,7011.0,,,,,,,,,,1,,,,,,,,,,,
2017-779299,2017-11-30,1,Vente,3075.0,,,BOIS DE LA COUPE ANDRE,B022,58120.0,58177,Montigny-en-Morvan,58,,,581770000A0327,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1787.0,3.864972,47.157035
2016-568373,2016-10-06,1,Vente,178000.0,9001.0,,LE GUE,B203,44160.0,44050,Crossac,44,,,44050000ZO0209,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,T,terres,,,897.0,-2.12209,47.389773
2017-1035120,2017-03-27,1,Vente,274180.0,334.0,,AV DE MILLY,0073,74500.0,74200,Neuvecelle,74,,,74200000AE0540,,,135.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.611679,46.395544
2016-354346,2016-01-20,1,Vente,95000.0,,,AU BILA,B005,32170.0,32281,Mont-de-Marrast,32,,,322810000A0357,,,,,,,,,,,,,0,,,,,T,terres,,,4465.0,0.348907,43.3768
2017-540499,2017-08-30,1,Vente,120000.0,18.0,,RUE DE LA BAJATIERE,0700,38100.0,38185,Grenoble,38,,,38185000DT0086,,,57.0,56.27,58.0,,,,,,,,2,2.0,Appartement,55.0,3.0,,,,,,5.740029,45.179767
2017-265387,2017-02-06,2,Vente,223000.0,1000.0,,LE BOURG,B004,24440.0,24281,Monsac,24,,,242810000A1089,,,,,,,,,,,,,0,1.0,Maison,200.0,8.0,S,sols,,,810.0,0.695351,44.778902
2016-542224,2016-04-26,1,Vente,156865.8,9000.0,,RUE CAMILLE BRYEN,1378,44200.0,44109,Nantes,44,,,44109000CN0112,,,18.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-1.525192,47.208691
2017-256665,2017-11-28,1,Vente,85000.0,,,LANDE DE LANZEL,B057,22570.0,22064,Gouarec,22,,,220640000B0635,,,,,,,,,,,,,0,,,,,P,prés,,,455.0,-3.200377,48.23096
2017-893078,2017-07-06,1,Vente,357200.0,8.0,,ALL VAL SOLEIL,0500,64230.0,64511,Sauvagnon,64,,,64511000AI0304,,,,,,,,,,,,,0,1.0,Maison,130.0,6.0,S,sols,,,1210.0,-0.390921,43.387922
2016-483898,2016-03-15,1,Vente,63000.0,12.0,,ALL SIMONE DE BEAUVOIR,0443,38800.0,38317,Le Pont-de-Claix,38,,,38317000AE0146,,,109.0,,133.0,,,,,,,,2,2.0,Appartement,44.0,2.0,,,,,,5.696745,45.129506
2017-928039,2017-11-09,1,Vente,25000.0,255.0,,VILLAGE,B187,66500.0,66119,Mosset,66,,,661190000H0309,,,,,,,,,,,,,0,1.0,Maison,30.0,3.0,S,sols,,,30.0,2.349516,42.669051
2017-37631,2017-07-26,1,Vente,2640000.0,5619.0,,PELINCHE,B095,5600.0,5119,Risoul,5,,,05119000AA0295,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,170.0,0.0,S,sols,,,887.0,6.629744,44.62146
2017-126292,2017-05-12,1,Vente,35000.0,5196.0,F,RUE GIRARDIN,4116,13007.0,13207,Marseille 7e Arrondissement,13,,,132078320B0196,,,99.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.358472,43.289471
2016-1032852,2016-03-07,1,Vente,160000.0,217.0,,VC 216 EVESCAT AU FORT CAIRE,0513,83500.0,83126,La Seyne-sur-Mer,83,,,83126000AT0725,,,10.0,51.4,,,,,,,,,1,2.0,Appartement,50.0,3.0,,,,,,5.892105,43.090843
2016-1094595,2016-03-17,4,Vente,75.0,,,RUE DIV LECLERC,0190,88140.0,88114,Contrexéville,88,,,88114000AM0141,,,,,,,,,,,,,0,,,,,S,sols,,,23.0,5.896121,48.190263
2017-584693,2017-05-22,1,Vente,150000.0,7.0,,CHE DU COTEAU,0940,41400.0,41151,Montrichard Val de Cher,41,,,411510230G0697,,,,,,,,,,,,,0,1.0,Maison,45.0,1.0,S,sols,,,1048.0,1.214893,47.346337
2017-1371327,2017-03-01,1,Vente,244500.0,1.0,,RUE DE LA CALARDE,0185,95500.0,95277,Gonesse,95,,,95277000ZR0028,,,,,,,,,,,,,0,1.0,Maison,85.0,3.0,S,sols,,,290.0,2.452361,48.982936
2017-1154276,2017-03-03,1,Vente,189000.0,103.0,,RTE DU PLAN DE LA TOUR,0720,83120.0,83115,Sainte-Maxime,83,,,831150000B3730,,,2010.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.626974,43.323371
2017-62672,2017-12-22,1,Vente,150000.0,329.0,,RUE DE FONTVIEILLE,0485,6250.0,6085,Mougins,6,,,06085000BH0111,,,6.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.989522,43.604055
2017-390760,2017-06-27,1,Vente,71000.0,,,CAOUQUILLOUNO,B023,31660.0,31094,Buzet-sur-Tarn,31,,,31094000ZK0201,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,RUE,Rue,184.0,1.6103,43.753008
2016-59482,2016-08-25,1,Vente,197000.0,2.0,,AV CLAIR LOGIS ST JACQUES,1060,6130.0,6069,Grasse,6,,,06069000BO0278,,,32.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.916554,43.645703
2017-1116336,2017-06-30,1,Vente,385000.0,7.0,,PL SULLY,0229,78640.0,78443,Neauphle-le-Vieux,78,,,784430000B0327,,,,,,,,,,,,,0,1.0,Maison,135.0,5.0,S,sols,,,191.0,,
2016-57913,2016-05-23,1,Vente,46000.0,6.0,,RUE AMIRAL DE GRASSE,0090,6130.0,6069,Grasse,6,,,06069000BH0060,,,3.0,29.15,,,,,,,,,1,2.0,Appartement,42.0,2.0,,,,,,6.922599,43.658138
2017-403511,2017-05-05,1,Vente,20000.0,5002.0,,LA VILLE,B134,32110.0,32305,Panjas,32,,,32305000AR0199,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,60.0,0.0,S,sols,,,177.0,-0.090019,43.820609
2017-780117,2017-07-28,1,Vente,88000.0,11.0,,RUE DE LA COULEMELLE,0300,58800.0,58083,Corbigny,58,,,58083000AD0197,,,,,,,,,,,,,0,1.0,Maison,74.0,4.0,S,sols,,,252.0,3.682287,47.261478
2016-1468,2016-06-17,1,Vente,150.0,,,LA GENEVRIERE,B060,1250.0,1245,Bohas-Meyriat-Rignat,1,,,012450000C0339,,,,,,,,,,,,,0,,,,,VI,vignes,,,300.0,5.40177,46.143595
2017-291402,2017-01-12,1,Vente,31000.0,,,LE VILLAGE,B133,26230.0,26146,Grignan,26,,,261460000D0146,,,,,,,,,,,,,0,,,,,L,landes,,,33.0,4.90954,44.419048
2017-553379,2017-04-14,1,Vente,149000.0,,,VERONIN,B046,38110.0,38162,Faverges-de-la-Tour,38,,,381620000A1060,,,,,,,,,,,,,0,,,,,P,prés,,,461.0,5.506952,45.598698
2017-1445062,2017-11-07,1,Vente,40000.0,67.0,,RUE SAINT BLAISE,8503,75020.0,75120,Paris 20e Arrondissement,75,,,75120000CZ0021,,,294.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.408994,48.857274
2017-70581,2017-08-31,1,Vente,159000.0,29.0,,CHE DIT DE CANNES VC 18,0220,6530.0,6140,Le Tignet,6,,,061400000B2108,,,21.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.85555,43.634684
2017-1268160,2017-05-23,13,Expropriation,2203680.0,13.0,,RUE CLAUDE DEBUSSY,0620,91260.0,91326,Juvisy-sur-Orge,91,,,91326000AB0237,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,16627.0,2.358148,48.695955
2016-1170018,2016-03-10,1,Vente,90000.0,27.0,,AV REPUBLIQUE,0770,93420.0,93078,Villepinte,93,,,93078000BH0410,,,15.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.558793,48.947665
2017-1131995,2017-10-25,1,Vente,142470.0,16.0,,RUE DU PINCEAU,6440,80000.0,80021,Amiens,80,,,80021000CY0420,,,,,,,,,,,,,0,1.0,Maison,76.0,3.0,S,sols,,,76.0,2.316688,49.887259
2017-288949,2017-10-03,1,Vente,249740.0,40.0,,ALL DU BREUIL,0106,26800.0,26208,Montoison,26,,,26208000ZP0412,,,,,,,,,,,,,0,1.0,Maison,93.0,4.0,S,sols,,,551.0,4.943758,44.797602
2017-1245152,2017-06-06,1,Vente,3000.0,,,LA CORVEE DE BONIGOUTTE,B022,88210.0,88300,Ménil-de-Senones,88,,,883000000A0427,,,,,,,,,,,,,0,,,,,T,terres,,,380.0,6.997278,48.375398
2017-518233,2017-06-19,1,Vente,18000.0,,,LES CHAMPS,B044,36500.0,36139,Neuillay-les-Bois,36,,,361390000C0118,,,,,,,,,,,,,0,,,,,E,eaux,ETANG,Etangs,5440.0,1.439826,46.788047
2016-1167378,2016-08-10,2,Vente,295000.0,111.0,B,BD EDOUARD VAILLANT,3140,93300.0,93001,Aubervilliers,93,,,93001000AK0055,,,,,,,,,,,,,0,2.0,Appartement,34.0,2.0,S,sols,,,119.0,2.402581,48.918353
2016-1048115,2016-06-21,1,Vente,355000.0,15.0,,RUE BALANCE,0530,84000.0,84007,Avignon,84,,,84007000DI0319,,,112.0,,41.0,112.62,,,,,,,2,2.0,Appartement,120.0,4.0,,,,,,4.805351,43.950968
2017-294706,2017-12-11,1,Vente,261480.0,600.0,,CHEM DE LA TOURNELLE,0034,26160.0,26131,Eyzahut,26,,,261310000B0669,,,,,,,,,,,,,0,1.0,Maison,90.0,4.0,L,landes,PATUR,Pâture plantée,4346.0,5.021324,44.563629
2017-1127680,2017-12-13,1,Vente,10000.0,,,LES CHAMPS DE LA BORDE,B016,79310.0,79285,Saint-Pardoux-Soutiers,79,79318.0,Soutiers,792853180B0127,793180000B0127,,,,,,,,,,,,0,,,,,T,terres,,,4904.0,-0.263454,46.589301
2016-877989,2016-09-21,1,Adjudication,100000.0,5983.0,,CHE DE LA HERSE,0404,72160.0,72090,Connerré,72,,,720900000D0703,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,905.0,0.0,S,sols,,,3019.0,0.493903,48.052683
2017-123848,2017-11-30,1,Vente,4347917.0,71.0,,RUE DE LA REPUBLIQUE,7849,13002.0,13202,Marseille 2e Arrondissement,13,,,132028080A0034,,,4.0,,,,,,,,,,1,2.0,Appartement,33.0,1.0,,,,,,5.369435,43.301626
2016-797473,2016-09-28,1,Vente,114000.0,9001.0,,RES OLDARRA,A110,64200.0,64122,Biarritz,64,,,64122000AD0441,,,155.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-1.541225,43.4853
2017-318810,2017-10-12,1,Vente,186000.0,2.0,,IMP DE MENEZ BERROU,0510,29940.0,29057,La Forêt-Fouesnant,29,,,29057000AD0179,,,,,,,,,,,,,0,1.0,Maison,117.0,6.0,AG,terrains d'agrément,,,540.0,-3.9887,47.908712
2017-1330250,2017-10-17,1,Vente,300000.0,5.0,,RUE DES ECOLES,1150,93600.0,93005,Aulnay-sous-Bois,93,,,93005000BE0108,,,137.0,64.0,,,,,,,,,1,2.0,Appartement,64.0,3.0,,,,,,2.498846,48.929703
2017-1413794,2017-05-19,1,Vente,90000.0,57.0,,RUE DE MALTE,5968,75011.0,75111,Paris 11e Arrondissement,75,,,75111000AA0041,,,27,9.0,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.367094,48.866344
2016-1156445,2016-09-15,1,Vente,14000.0,56.0,,AV VICTOR HUGO,9651,92140.0,92023,Clamart,92,,,920230000N0207,,,75.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.26826,48.804467
2017-328025,2017-11-03,1,Vente terrain à bâtir,149000.0,160.0,,RUE DES FARINES,1626,29200.0,29019,Brest,29,,,29019000HI0208,,,19.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-4.509873,48.420444
2017-1109700,2017-10-26,1,Vente en l'état futur d'achèvement,214600.0,1.0,,RUE DE LA FAISANDERIE,0620,78300.0,78498,Poissy,78,,,78498000AX0201,,,62.0,,,,,,,,,,1,2.0,Appartement,39.0,2.0,,,,,,2.047696,48.935398
2017-1388181,2017-08-10,1,Vente en l'état futur d'achèvement,650000.0,1133.0,,CHE DE MORNE BOURG,0264,97170.0,97118,Petit-Bourg,971,,,97118000AN0058,,,,,,,,,,,,,0,1.0,Maison,194.0,8.0,VE,vergers,,,3199.0,,
2016-451427,2016-09-12,1,Vente,210000.0,8.0,,RUE DE LA HERSE,4350,35400.0,35288,Saint-Malo,35,,,35288000AB0069,,,4,27.79,7.0,,,,,,,,2,2.0,Appartement,30.0,1.0,,,,,,-2.024822,48.647926
2017-539135,2017-06-19,1,Vente en l'état futur d'achèvement,196729.0,,,RUE ALFRED DE VIGNY,0280,38100.0,38185,Grenoble,38,,,38185000EZ0132,,,6.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.720635,45.163073
2016-777513,2016-11-10,1,Vente en l'état futur d'achèvement,1792570.5,,,LES PLAINES,B092,63800.0,63124,Cournon-d'Auvergne,63,,,63124000BX0069,,,320.0,,,,,,,,,,1,,,,,,,,,,3.192858,45.738952
2017-302422,2017-02-02,1,Vente,565000.0,77.0,,RUE D ANJOU,0002,27460.0,27386,Le Manoir,27,,,27386000XA0266,,,,,,,,,,,,,0,2.0,Appartement,70.0,4.0,S,sols,,,1913.0,1.204644,49.312368
2017-802675,2017-04-27,1,Vente,906040.9,2.0,,RUE DE NICE,4160,59200.0,59599,Tourcoing,59,,,59599000HY0396,,,427.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,3.148715,50.710471
2016-578071,2016-08-17,1,Vente,1.2,10.0,,RUE DES GALLARDIERES,0450,45140.0,45169,Ingré,45,,,45169000BE0694,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,2477.0,0.0,S,sols,,,2039.0,1.840873,47.935964
2016-286357,2016-12-28,1,Vente,112600.0,6.0,,RUE LAMARTINE,3630,29000.0,29232,Quimper,29,,,29232000CE0128,,,,,,,,,,,,,0,1.0,Maison,90.0,4.0,S,sols,,,214.0,-4.103513,47.989664
2017-1425175,2017-07-25,1,Vente,62000.0,193.0,,RUE DE VAUGIRARD,9624,75015.0,75115,Paris 15e Arrondissement,75,,,75115000CS0008,,,5,,80,,,,,,,,2,2.0,Appartement,10.0,1.0,,,,,,2.311503,48.842342
2017-1345691,2017-12-21,1,Vente,132735744.0,58.0,,AV GEORGES CLEMENCEAU,4136,94700.0,94046,Maisons-Alfort,94,,,940460000S0182,,,,,,,,,,,,,0,2.0,Appartement,67.0,4.0,S,sols,,,1358.0,2.443713,48.81023
2017-436516,2017-09-07,1,Vente en l'état futur d'achèvement,136000.0,26.0,,RUE DE TREGEY,9070,33100.0,33063,Bordeaux,33,,,33063000BM0019,,,28.0,,,,,,,,,,1,2.0,Appartement,21.0,1.0,,,,,,-0.54808,44.839619
2016-584881,2016-01-27,1,Vente,1837.0,,,LE BAS DU MONCEAU,B003,45300.0,45139,Estouy,45,,,45139000AH0164,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,704.0,2.318595,48.179919
2016-470368,2016-05-19,1,Vente,6000.0,,,LE BOURG,B040,37190.0,37067,Cheillé,37,,,37067000AA0024,,,,,,,,,,,,,0,,,,,S,sols,,,20.0,0.405986,47.260955
2017-41854,2017-04-19,1,Vente,200500.0,101.0,,QUAI DE LA BANQUIERE,0028,6730.0,6114,Saint-André-de-la-Roche,6,,,06114000AK0068,,,295,,,,,,,,,,1,2.0,Appartement,63.0,3.0,,,,,,7.287416,43.740478
2017-1268155,2017-05-23,8,Expropriation,66975936.0,20.0,,RUE DEDALE,0250,91350.0,91286,Grigny,91,,,91286000AR0003,,,,,,,,,,,,,0,2.0,Appartement,65.0,3.0,S,sols,,,48030.0,2.370319,48.649103
2016-129299,2016-04-19,1,Vente,433000.0,125.0,,CHE DES BROQUETIERS,0239,13300.0,13103,Salon-de-Provence,13,,,13103000CT0258,,,,,,,,,,,,,0,1.0,Maison,110.0,5.0,S,sols,,,560.0,5.096175,43.622926
2016-363133,2016-07-01,1,Vente,221100.0,39.0,,RUE LOMBARD,5590,33300.0,33063,Bordeaux,33,,,33063000RR0184,,,15.0,,,,,,,,,,1,2.0,Appartement,75.0,3.0,,,,,,-0.562613,44.858426
2017-1072922,2017-06-13,1,Vente,52500.0,,,RUE DU PARC,0132,77540.0,77031,Bernay-Vilbert,77,,,77031000AB0086,,,,,,,,,,,,,0,,,,,P,prés,,,452.0,2.935985,48.678458
2017-149969,2017-12-08,1,Vente,4000.0,,,LES EYSSARDS,B086,13450.0,13044,Grans,13,,,13044000AX0097,,,,,,,,,,,,,0,,,,,B,bois,,,1647.0,5.056197,43.609111
2017-241345,2017-01-07,1,Vente,158000.0,,,LE QUARTIER DU GRAND CHEMI,C148,22520.0,22055,Binic-Étables-sur-Mer,22,,,22055007AE0595,,,,,,,,,,,,,0,,,,,S,sols,,,31.0,-2.824824,48.613557
2017-145603,2017-06-23,1,Vente,537000.0,5171.0,,CHEM DU PETIT JANET,0699,13410.0,13050,Lambesc,13,,,13050000BX0171,,,,,,,,,,,,,0,1.0,Maison,103.0,4.0,BR,futaies résineuses,PIN,Pins,2200.0,5.300367,43.67486
2016-587800,2016-02-24,1,Vente,66564.0,5081.0,,ENVERGNE,B085,46500.0,46189,Mayrinhac-Lentour,46,,,46189000AP0262,,,,,,,,,,,,,0,1.0,Maison,120.0,3.0,S,sols,,,2408.0,1.777492,44.798316
